"id","sire","dam","LLRdam","LLRsire","LLRpair","OHdam","OHsire","MEpair","SEQ.off","Second.DNA_Code.off","Batch.Code.off","Adipose_Fin.off","CWT_Snout.off","CWT_Dorsal.off","CWT_Peduncle.off","Applied.PIT.off","Recaptured.PIT.off","Year.off","Date.off","Site.off","Species.off","Species_Source.off","Run.off","Run_Source.off","Origin.off","Origin_Source.off","Sex_Field.off","Sex_Final.off","Fork.off","POH.off","Weight.off","Fat_Content_.Field..off","Estimated.Fat.off","Age.off","Age_Source.off","Stock.off","FishSampling_Notes.off","Handling_Status.off","Final_Status.off","Assigned_Major_Spawning_Aggregate.off","Last_Detection_Stream.off","Last_Detection_Stream.Location.off","Final_Location_Determined_from_Last_Detection_Method.off","Location_Notes.off","Origin_ped.off","Final_Status_ped.off","X.snp.off","GRun.snp.off","X.ms.off","GRun.ms.off","GRun.off","noff.off","potpar.off","SEQ.dam","Second.DNA_Code.dam","Batch.Code.dam","Adipose_Fin.dam","CWT_Snout.dam","CWT_Dorsal.dam","CWT_Peduncle.dam","Applied.PIT.dam","Recaptured.PIT.dam","Year.dam","Date.dam","Site.dam","Species.dam","Species_Source.dam","Run.dam","Run_Source.dam","Origin.dam","Origin_Source.dam","Sex_Field.dam","Sex_Final.dam","Fork.dam","POH.dam","Weight.dam","Fat_Content_.Field..dam","Estimated.Fat.dam","Age.dam","Age_Source.dam","Stock.dam","FishSampling_Notes.dam","Handling_Status.dam","Final_Status.dam","Assigned_Major_Spawning_Aggregate.dam","Last_Detection_Stream.dam","Last_Detection_Stream.Location.dam","Final_Location_Determined_from_Last_Detection_Method.dam","Location_Notes.dam","Origin_ped.dam","Final_Status_ped.dam","X.snp.dam","GRun.snp.dam","X.ms.dam","GRun.ms.dam","GRun.dam","noff.dam","potpar.dam","SEQ.sire","Second.DNA_Code.sire","Batch.Code.sire","Adipose_Fin.sire","CWT_Snout.sire","CWT_Dorsal.sire","CWT_Peduncle.sire","Applied.PIT.sire","Recaptured.PIT.sire","Year.sire","Date.sire","Site.sire","Species.sire","Species_Source.sire","Run.sire","Run_Source.sire","Origin.sire","Origin_Source.sire","Sex_Field.sire","Sex_Final.sire","Fork.sire","POH.sire","Weight.sire","Fat_Content_.Field..sire","Estimated.Fat.sire","Age.sire","Age_Source.sire","Stock.sire","FishSampling_Notes.sire","Handling_Status.sire","Final_Status.sire","Assigned_Major_Spawning_Aggregate.sire","Last_Detection_Stream.sire","Last_Detection_Stream.Location.sire","Final_Location_Determined_from_Last_Detection_Method.sire","Location_Notes.sire","Origin_ped.sire","Final_Status_ped.sire","X.snp.sire","GRun.snp.sire","X.ms.sire","GRun.ms.sire","GRun.sire","noff.sire","potpar.sire","Nparents","gens","grandparents","gen3","gen4","gen5","Origin.GP","Origin.gen3","Origin.gen4","Origin.gen5","N.hatchery.gp","N.wild.gp","gp.ratio","N.hatchery.anc","N.wild.anc","anc.ratio"
506040555,343891799,343890044,1.14,0.6,2.33,0,0,0,36967,NA,50604,"Present","","","","3D9.1C2DCFE0FD","",2012,"6/29/12","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",76,63,4.78,4.9,"5.91678018",4,"SC","","Capture status populated with U as a spaceholder","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Wild","Spawning Grounds",24747,"Spring",NA,NA,"Spring",0,"yes",13518,NA,34389,"Present","",NA,"","3D9.257C5AE5DE","",2008,"6/15/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",75,64,4.57,NA,"",4,"SC","","Detected On Upper NAS Array","Passed","Spawning Grounds","Nason","NAS","N3B","Carcass Recovery: Spawned","","Wild","Spawning Grounds",3906,"Spring",13448,"Spring","Spring",5,"yes",15273,NA,34389,"Present","",NA,"","3D9.1C2C965EE0","",2008,"7/3/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",51,41,1.57,NA,"",3,"SC","","Detected On Upper&LowerNAS Array","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Wild","Spawning Grounds",5636,"Spring",15202,"Spring","Spring",2,"yes",2,2,"335600321 337191106 335600167 337191381","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
506041457,343890606,343891510,0.81,1.25,0.35,0,0,1,37869,NA,50604,"Present","","","","3D9.1C2D9C8C6D","",2012,"7/5/12","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",73,58,3.6,1.9,"2.808308281",4,"SC","","Capture status populated with U as a spaceholder","Passed","Spawning Grounds","Nason","NAS","N2","Carcass Recovery: Spawned","","Wild","Spawning Grounds",25630,"Spring",NA,NA,"Spring",0,"yes",14984,NA,34389,"Present","",NA,"","3D9.1C2C9499D5","",2008,"6/30/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",81,66,5.3,NA,"",4,"SC","","Detected On Upper NAS Array","Passed","Spawning Grounds","Nason","NAS","N4","Carcass Recovery: Spawned","","Wild","Spawning Grounds",5350,"Spring",14913,"Spring","Spring",4,"yes",14080,NA,34389,"Present","",NA,"","3D9.257C5A8112","",2008,"6/25/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",87,65,6.75,NA,"",4,"SC","","Detected On Upper NAS Array","Passed","Spawning Grounds","Nason","NAS","NAU","Array/Ghost Tag","","Wild","Spawning Grounds",4457,"Spring",14010,"Spring","Spring",2,"yes",2,2,"335601547 335600315 335600005 335600393","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
506042056,343890276,343890479,0.4,0.96,2.12,0,0,0,38468,NA,50604,"Present","","","","3D9.1C2D9E5400","",2012,"7/8/12","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",80,64,4.84,1.8,"2.691377086",4,"SC","","Capture status populated with U as a spaceholder","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Wild","Spawning Grounds",26216,"Spring",NA,NA,"Spring",0,"yes",13953,NA,34389,"Present","",NA,"","3D9.257C5CD56C","",2008,"6/22/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",78,64,4.95,NA,"",4,"SC","","Detected On Upper NAS Array","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Wild","Spawning Grounds",4334,"Spring",13883,"Spring","Spring",2,"yes",13750,NA,34389,"Present","",NA,"","3D9.257C5ADE45","",2008,"6/19/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",90,77,8.6,NA,"",4,"SC","","Detected On Upper NAS Array","Passed","Spawning Grounds","Nason","NAS","N2","Carcass Recovery: Spawned","","Wild","Spawning Grounds",4135,"Spring",13680,"Spring","Spring",10,"yes",2,2,"335600315 335600306 335601203 335600066","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
506043535,343890158,343890853,1.78,1.45,3.04,0,0,0,39947,NA,50604,"Present","","","","3D9.1C2DE1FAD9","",2012,"7/13/12","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",85,68,5.22,NA,"",4,"SC","","Capture status populated with U as a spaceholder","Passed","Spawning Grounds","Chiwawa","Rock","R1","Carcass Recovery: Unknown Spawn level","","Wild","Spawning Grounds",27480,"Spring",NA,NA,"Spring",0,"yes",14327,NA,34389,"Present","",NA,"","3D9.257C5BFB61","",2008,"6/26/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",81,64,5.71,NA,"",4,"SC","","","Passed","Spawning Grounds","","","","","","Wild","Spawning Grounds",4702,"Spring",14257,"Spring","Spring",1,"yes",13632,NA,34389,"Present","",NA,"","3D9.257C5B0A2F","",2008,"6/17/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",93,73,8.45,NA,"",4,"SC","","","Passed","Spawning Grounds","","","","","","Wild","Spawning Grounds",4019,"Spring",13562,"Spring","Spring",5,"yes",2,2,"335600170 335600453 335602635 335601877","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
506045060,343891967,343895632,0.86,1.5,5.55,0,0,0,41471,NA,50604,"Present","","","","3D9.1C2DDBBD5B","",2012,"7/22/12","WEN-TUM","Chinook","FD","Spring","DN","Hatchery","SC","Female","Female",83,67,3.34,NA,"",4,"SC","","Capture status populated with U as a spaceholder","Passed","Spawning Grounds","Chiwawa","CHI","C4","Carcass Recovery: Spawned","","Wild","Spawning Grounds",28972,"Spring",NA,NA,"Spring",1,"yes",19103,NA,34389,"Present","",NA,"","3D9.1C2C9628D6","",2008,"7/31/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",87,64,6.23,NA,"",4,"SC","","","Passed","Spawning Grounds","","","","","","Wild","Spawning Grounds",9414,"Spring",19032,"Spring","Spring",3,"yes",15440,NA,34389,"Present","",NA,"","3D9.1C2C9652A0","",2008,"7/4/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",86,68,7.05,NA,"",4,"SC","","","Passed","Spawning Grounds","","","","","","Wild","Spawning Grounds",5801,"Spring",15369,"Spring","Spring",4,"yes",2,2,"335601015 335600427 335601711 335601162","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
508440687,343890068,343894906,1.22,1.81,2.93,0,0,0,42529,NA,50844,"Present","","","","3D9.1C2DDC1A11","",2013,"6/17/13","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",96,77,8.9,6.3,"7.210053285",5,"SC","CHI","","Passed","Spawning Grounds","Chiwawa","CHI","C4","Live-Redd","","Wild","Spawning Grounds",29685,"Spring",NA,NA,"Spring",3,"yes",18377,NA,34389,"Present","",NA,"","3D9.1C2C948D37","",2008,"7/23/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",87,70,6.33,NA,"",4,"SC","","","Passed","Spawning Grounds","Chiwawa","CHI","C4","Carcass Recovery: Spawned","","Wild","Spawning Grounds",8696,"Spring",18306,"Spring","Spring",1,"yes",13542,NA,34389,"Present","",NA,"","3D9.257C5A98AC","",2008,"6/16/08","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",85,67,6.55,NA,"",4,"SC","","","Passed","Spawning Grounds","","","","","","Wild","Spawning Grounds",3930,"Spring",13472,"Spring","Spring",3,"yes",2,2,"335600586 335601216 335600062 335600981","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
508441761,347741247,347741190,1.67,1.28,2.83,0,0,0,43603,NA,50844,"Present","","","","3D9.1C2E037B97","",2013,"6/27/13","WEN-TUM","Chinook","FD","Spring","DN","Wild","FD","Female","Female",77,60,5.16,2.6,"3.594142017",4,"SC","CHI","","Passed","Spawning Grounds","Little Wenatchee","LWN","L3","Live-Random","","Wild","Spawning Grounds",30757,"Spring",NA,NA,"Spring",0,"yes",26305,NA,34774,"Present","",NA,"","3D9.1C2D105593","3D9.1C2D2CC0BF",2009,"6/28/09","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",96,77,9.66,NA,"",5,"SC","","","Passed","Spawning Grounds","Little Wenatchee","LWN","L3","Live-Redd","","Wild","Spawning Grounds",16474,"Spring",26216,"Spring","Spring",1,"yes",26362,NA,34774,"Present","",NA,"","3D9.1C2D12D3B0","",2009,"6/28/09","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",78,61,5.36,NA,"",4,"SC","","","Passed","Spawning Grounds","Little Wenatchee","LWN","LWN","Array Detection","","Wild","Spawning Grounds",16531,"Spring",26273,"Spring","Spring",1,"yes",2,2,"335602172 337192321 335600285 337190366","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
510040767,345840675,345840354,1.67,1.75,3.54,0,0,0,46432,NA,51004,"Present","","","","3D9.1C2E085163","",2014,"6/21/14","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",75,60,4.56,6,"6.938585938",4,"SC","U","","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Wild","Spawning Grounds",33580,"Spring",NA,NA,"Spring",1,"yes",19857,NA,34584,"Present","",NA,"","3D9.1C2C2CD333","",2010,"6/24/10","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",80,64,5.4,NA,"",4,"SC","","","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Wild","Spawning Grounds",10160,"Spring",19767,"Spring","Spring",1,"yes",20175,NA,34584,"Present","",NA,"","3D9.1C2C46C822","",2010,"6/29/10","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",72,56,4.1,NA,"",4,"SC","","","Passed","Spawning Grounds","Nason","NAS","N4","Live-Redd","","Wild","Spawning Grounds",10478,"Spring",20085,"Spring","Spring",1,"yes",2,2,"338720446 338720029 338720789 338721375","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
510041238,345842204,345840801,1.63,-1.53,0.61,0,1,1,46903,NA,51004,"Present","","","","3D9.1C2E044546","",2014,"6/25/14","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",69,55,3.08,3.7,"4.743781469",4,"SC","U","","Passed","Spawning Grounds","Chiwawa","CHI","CHU","Array Detection","","Wild","Spawning Grounds",34047,"Spring",NA,NA,"Spring",0,"yes",20299,NA,34584,"Present","",NA,"","3D9.1C2D3420A7","",2010,"6/30/10","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",82,66,5.72,NA,"",4,"SC","","","Passed","Spawning Grounds","","","","","","Wild","Spawning Grounds",10602,"Spring",20209,"Spring","Spring",1,"yes",21688,NA,34584,"Present","",NA,"","3D9.1C2D3BFC4F","",2010,"7/9/10","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",68,53,3.32,NA,"",4,"SC","","","Passed","Spawning Grounds","Chiwawa","CHI","CHL","Array Detection","","Wild","Spawning Grounds",11989,"Spring",21598,"Spring","Spring",1,"yes",2,2,"338720034 338720614 338720636 338721122","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
510041742,345840408,345840920,1.29,0.94,2.96,0,0,0,47407,NA,51004,"Present","","","","3D9.1C2E094529","",2014,"7/7/14","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",83,67,6.72,5.9,"6.84745821",4,"SC","U","","Passed","Spawning Grounds","Nason","NAS","NAL","Array Detection","","Wild","Spawning Grounds",34540,"Spring",NA,NA,"Spring",1,"yes",20417,NA,34584,"Present","",NA,"","3D9.1C2C2DDF9B","",2010,"7/2/10","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",84,69,6.42,NA,"",4,"SC","","","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Wild","Spawning Grounds",10720,"Spring",20327,"Spring","Spring",2,"yes",19910,NA,34584,"Present","",NA,"","3D9.1C2C482E9E","",2010,"6/25/10","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",85,67,6.9,NA,"",4,"SC","","","Passed","Spawning Grounds","Nason","NAS","N3B","Live-Redd","","Wild","Spawning Grounds",10213,"Spring",19820,"Spring","Spring",2,"yes",2,2,"338721677 338720446 338720341 338720789","none","none","none","Wild Wild Wild Wild","unknown","unknown","unknown",0,4,1,0,4,1
513420632,506041691,506042932,1.06,0.97,3.09,0,0,0,50745,NA,51342,"Present","","","","3DD.0077472516","",2016,"6/22/16","WEN-TUM","Chinook","FD","Spring","DN","Wild","FD","Male","Male",70,56,3.98,4.8,"5.821589189",4,"SC","U","B-041","Collected","Broodstock","","","TUM","Collected at Tumwater Dam (Spawn level: Complete)","","Wild","Broodstock",37832,"Spring",NA,NA,"Spring",1,"yes",39344,NA,50604,"Present","",NA,"","3D9.1C2DDBD9F2","",2012,"7/10/12","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",79,64,5.22,NA,"",4,"SC","","Capture status populated with U as a spaceholder","Passed","Spawning Grounds","Chiwawa","CHI","C6","Carcass Recovery: Spawned","","Wild","Spawning Grounds",27075,"Spring",NA,NA,"Spring",1,"yes",38103,NA,50604,"Present","",NA,"","3D9.1C2D9CA1CA","",2012,"7/6/12","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",79,62,5.16,4.7,"5.725974019",4,"SC","","Capture status populated with U as a spaceholder","Passed","Spawning Grounds","","","","","","Wild","Spawning Grounds",25857,"Spring",NA,NA,"Spring",4,"yes",2,4,"343890740 343890024 343890734 343892719","335600197 335600373 335601722 335601022 335600120 335601624","339240190 339240323","none","Wild Wild Wild Wild","Wild Wild Hatchery Hatchery Wild Wild","Hatchery Wild","unknown",0,4,1,3,9,0.75
515430791,510040417,510040825,1.39,1.08,3.01,0,0,0,52361,NA,51543,"Present","Beep","","","3DD.007761BA4C","",2017,"7/7/17","WEN-TUM","Chinook","FD","Spring","DN","Hatchery","CW","Male","Male",65,53,2.98,6.2,"7.119877165",3,"SC","U","","Passed","Spawning Grounds","Nason","NAS","NAU","Array Detection","","Hatchery","Spawning Grounds",39441,"Spring",NA,NA,"Spring",0,"yes",46490,NA,51004,"Present","",NA,"","3D9.1C2E043063","3D9.1C2D0C89AE",2014,"6/22/14","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",92,75,9.14,4.7,"5.725974019",5,"SC","U","CHI BROOD","Collected","Broodstock","","","TUM","Collected at Tumwater Dam (Spawn level: Complete)","","Wild","Broodstock",33638,"Spring",NA,NA,"Spring",11,"yes",46082,NA,51004,"Present","",NA,"","3D9.1C2D91FAE5","",2014,"6/18/14","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",72,59,3.84,6.3,"7.210053285",4,"SC","U","","Collected","Broodstock","","","TUM","Collected at Tumwater Dam (Spawn level: Complete)","","Wild","Broodstock",33234,"Spring",NA,NA,"Spring",8,"yes",2,4,"345840565 347740443 345841829 347744805","338720602 338720947 337191538 337190049 338720224 338721291","339240051 339240097 339240233 339250068 339250047 339240066 339240325 339250066 339250034","none","Wild Wild Wild Wild","Wild Hatchery Hatchery Hatchery Hatchery Hatchery","NA Wild Hatchery Hatchery Wild Hatchery Wild Hatchery Wild","unknown",0,4,1,9,9,0.5
518380012,510040417,510040825,1.11,0.57,2.24,0,0,0,52798,NA,51838,"Present","Beep","","","3DD.007790FA60","",2018,"6/6/18","WEN-TUM","Chinook","FD","Spring","DN","Hatchery","CW","Female","Female",85,67,6.32,5.3,"6.293505226",4,"SC","U","","Passed","Spawning Grounds","","","","","","Hatchery","Spawning Grounds",39875,"Spring",NA,NA,"Spring",7,"yes",46490,NA,51004,"Present","",NA,"","3D9.1C2E043063","3D9.1C2D0C89AE",2014,"6/22/14","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Female","Female",92,75,9.14,4.7,"5.725974019",5,"SC","U","CHI BROOD","Collected","Broodstock","","","TUM","Collected at Tumwater Dam (Spawn level: Complete)","","Wild","Broodstock",33638,"Spring",NA,NA,"Spring",11,"yes",46082,NA,51004,"Present","",NA,"","3D9.1C2D91FAE5","",2014,"6/18/14","WEN-TUM","Chinook","FD","Spring","DN","Wild","SC","Male","Male",72,59,3.84,6.3,"7.210053285",4,"SC","U","","Collected","Broodstock","","","TUM","Collected at Tumwater Dam (Spawn level: Complete)","","Wild","Broodstock",33234,"Spring",NA,NA,"Spring",8,"yes",2,4,"345840565 347740443 345841829 347744805","338720602 338720947 337191538 337190049 338720224 338721291","339240051 339240097 339240233 339250068 339250047 339240066 339240325 339250066 339250034","none","Wild Wild Wild Wild","Wild Hatchery Hatchery Hatchery Hatchery Hatchery","NA Wild Hatchery Hatchery Wild Hatchery Wild Hatchery Wild","unknown",0,4,1,9,9,0.5
